isbn,num_ratings,avg_rating,title,author,primary_genre,coverImg,book_avg_rating
0441003389,10,7.7,freedom's landing,anne mccaffrey,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391032048l/61928.jpg,3.95
1560974273,10,7.6,ghost world,daniel clowes,Graphic Novels,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327894702l/62953.jpg,3.83
0898159954,10,9.1,fat! so?: because you don't have to apologize for your size,marilyn wann,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388195181l/197923.jpg,4.12
0553248642,10,7.4,the haj,leon uris,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359743182l/42691.jpg,4.03
0552133256,10,8.4,strata,terry pratchett,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328341190l/34493.jpg,3.5
0385721358,10,8.1,look at me,jennifer egan (goodreads author),Classics,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331758040l/774726.jpg,3.41
0140062718,10,7.6,the rebel angels,robertson davies,Classics,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387741372l/74405.jpg,4.06
0140250913,10,7.8,the coming plague: newly emerging diseases in a world out of balance,laurie garrett,History,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441778813l/46722.jpg,4.19
0786887842,10,7.3,rabbit-proof fence: the true story of one of the greatest escapes of all time,doris pilkington,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348752254l/150723.jpg,3.69
0440128994,10,8.0,god save the child,robert b. parker,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460319187l/69652.jpg,3.93
0440114756,10,7.2,comes the blind fury,john saul,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345405290l/239887.jpg,3.96
0452281768,10,8.8,the kid: (what happened after my boyfriend and i decided to go get pregnant) an adoption story,dan savage (goodreads author),Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309284329l/113326.jpg,4.04
067187750X,10,7.6,the fire rose,mercedes lackey,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436287050l/176881.jpg,3.96
0553296345,10,7.6,zen in the art of writing,ray bradbury,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436734917l/103761.jpg,4.1
0385265565,10,8.3,there are no children here: the story of two boys growing up in the other america,alex kotlowitz,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320394274l/41918.jpg,4.28
0451166884,10,7.0,the want-ad killer,ann rule,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348600671l/546721.jpg,3.95
0743457269,10,8.3,a knight in shining armor,jude deveraux,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330613623l/73385.jpg,4.22
0553572946,10,8.5,endymion,dan simmons,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329611385l/3977.jpg,4.18
0688156819,10,8.5,the melancholy death of oyster boy and other stories,tim burton,Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338646527l/519112.jpg,4.13
0451210751,10,8.1,blue skies,catherine anderson (goodreads author),Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266705408l/89354.jpg,4.15
0380400480,10,7.4,a pirate's love,johanna lindsey,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1293624669l/724994.jpg,3.69
0449006581,10,7.9,brothel: mustang ranch and its women,alexa albert,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320396742l/101027.jpg,3.69
0553282980,10,8.2,dead poets society,n.h. kleinbaum,Short Stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359814692l/67238.jpg,4.21
0553573357,10,8.2,blue mars,kim stanley robinson,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429497319l/77504.jpg,3.94
0375703829,10,8.0,silk,alessandro baricco,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924695l/61264.jpg,3.85
0553270222,10,7.3,the haunted mesa,louis l'amour,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320535668l/89695.jpg,3.81
0380779617,10,7.4,annie's song,catherine anderson (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325836635l/659600.jpg,4.19
0380818809,10,8.1,deep fathom,james rollins (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348924000l/294045.jpg,4.09
0345441788,10,7.4,the forest,edward rutherfurd (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1315247921l/92159.jpg,4.02
0451197879,10,7.2,roadwork,richard bachman (pseudonym),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166254222l/10577.jpg,3.6
0451176812,10,7.5,voice of the eagle,linda lay shuler,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387709333l/675931.jpg,4.2
0375700137,10,7.3,the war of don emmanuel's nether parts,louis de bernières,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404216653l/3394.jpg,4.06
0679774386,10,8.0,doctor zhivago,boris pasternak,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385508725l/130440.jpg,4.01
0312983220,10,8.0,area 7,matthew reilly,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388185761l/144793.jpg,4.1
0553251473,10,7.0,iacocca: an autobiography,lee iacocca,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377605161l/486319.jpg,3.98
0142001619,10,8.3,salt: a world history,mark kurlansky,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414608893l/2715.jpg,3.74
015626224X,10,8.1,down and out in paris and london,george orwell,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347697665l/393199.jpg,4.1
0375724672,10,8.1,true history of the kelly gang,peter carey,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440509588l/110090.jpg,3.82
0440129613,9,8.11,the godwulf manuscript,robert b. parker,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1484484587l/425174.jpg,3.92
0345350804,9,7.89,the best of h.p. lovecraft: bloodcurdling tales of horror and the macabre,h.p. lovecraft,Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333214256l/36315.jpg,4.31
0425187063,9,8.33,death in paradise,robert b. parker,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923940l/297486.jpg,3.93
0385493622,9,8.44,fermat's enigma: the epic quest to solve the world's greatest mathematical problem,simon singh,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388182122l/38412.jpg,4.26
0385491069,9,7.67,the edible woman,margaret atwood (goodreads author),Classics,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320439047l/133445.jpg,3.68
0441802087,9,7.22,tekwar,william shatner,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349648372l/1692479.jpg,3.15
0446676071,9,7.11,message in a bottle,nicholas sparks (goodreads author),Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1163789140l/3478.jpg,3.96
0764226312,9,8.56,arena,karen hancock,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348514384l/142023.jpg,4.15
0767904427,9,8.67,going after cacciato,tim o'brien,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399498199l/3446.jpg,3.91
0811831620,9,8.56,the gryphon: in which the extraordinary correspondence of griffin & sabine is rediscovered,nick bantock,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388890678l/567687.jpg,4.16
0804115486,9,7.11,enigma,robert harris (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403189156l/843989.jpg,3.87
0140157352,9,7.44,getting to yes: negotiating agreement without giving in,roger fisher,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442289862l/313605.jpg,3.94
0553565214,9,7.33,daggerspell,katharine kerr (goodreads author),Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326401538l/498214.jpg,3.9
0553572423,9,7.67,the fist of god,frederick forsyth,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320514881l/109512.jpg,4.04
0671686151,9,7.33,then she found me,elinor lipman (goodreads author),Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348466722l/483369.jpg,3.44
0671670069,9,7.67,guardian angel,julie garwood (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329160566l/107786.jpg,4.15
0671737848,9,7.56,rebellious desire,julie garwood (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348753285l/107796.jpg,3.97
0553348477,9,7.78,ecotopia,ernest callenbach,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420404504l/550165.jpg,3.59
0394744209,9,7.44,the assault,harry mulisch,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554110723l/88387.jpg,3.73
0684856069,9,8.67,the many lives & secret sorrows of josephine b.,sandra gulland (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355931779l/70287.jpg,4.1
0385312377,9,8.0,the butcher boy,patrick mccabe,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417408216l/82965.jpg,3.84
0553561227,9,7.78,the ugly little boy,isaac asimov,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266493683l/195450.jpg,3.87
0671795740,9,7.11,the gripping hand,larry niven,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356162269l/218453.jpg,3.82
031215125X,9,7.56,the far pavilions,m.m. kaye,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403391799l/10222.jpg,4.21
0679457143,9,8.22,the cobra event,richard preston,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388251409l/376613.jpg,4.01
0345441435,9,7.11,prospero's children,jan siegel,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320436594l/116367.jpg,3.83
0345447980,9,7.44,planet of the apes,pierre boulle,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320558901l/414895.jpg,3.96
0751503894,9,8.67,the physician,noah gordon,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389582565l/4692.jpg,4.37
0553344862,9,8.56,the river why,david james duncan,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385086992l/23196.jpg,4.23
0671685635,9,7.67,ghost story,peter straub (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441771752l/19581.jpg,3.95
0141001682,9,8.22,life is so good,george dawson,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309199371l/933231.jpg,4.17
0553257382,9,7.67,when the legends die,hal borland,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320463379l/879299.jpg,3.65
0743219554,9,7.33,an unsuitable job for a woman,p.d. james,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410170409l/365307.jpg,3.82
0316769177,9,8.11,the catcher in the rye,j.d. salinger,Young Adult,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398034300l/5107.jpg,3.81
0380710811,9,7.0,the first man in rome,colleen mccullough,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388211466l/480570.jpg,4.09
0380752948,9,8.33,silver angel,johanna lindsey,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266547599l/412930.jpg,3.88
0684813467,9,7.33,joshua,joseph f. girzone,Religion & Spirituality,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440453820l/486324.jpg,4.0
0380791412,9,7.44,"annie's baby: the diary of anonymous, a pregnant teenager",beatrice sparks,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432358012l/279642.jpg,3.63
0380732238,9,8.0,smack,melvin burgess,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347695254l/824508.jpg,3.89
0679770151,9,7.56,sleeping at the starlite motel: and other adventures on the way back home,bailey white,Short Stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346684318l/232738.jpg,3.92
0684847817,9,9.11,good faeries bad faeries,brian froud,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348748756l/120253.jpg,3.91
0679781498,9,8.22,less than zero,bret easton ellis,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443060100l/9915.jpg,3.56
0684193957,9,7.78,all that remains,patricia cornwell (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341835948l/232123.jpg,4.05
0064472779,9,8.11,all-american girl,meg cabot (goodreads author),Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1291882422l/19448.jpg,3.74
1567184855,9,7.56,journey of souls: case studies of life between lives,michael newton,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348257965l/104979.jpg,4.26
0872861562,9,7.11,the most beautiful woman in town & other stories,charles bukowski,Short Stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425270461l/50451.jpg,3.96
0505524473,9,8.56,dark fire,christine feehan (goodreads author),Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1269221471l/313263.jpg,4.31
0061032077,9,7.22,to cut a long story short,jeffrey archer,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388372485l/78988.jpg,3.75
0812533313,9,7.67,the worthing saga,orson scott card,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388288465l/40304.jpg,3.85
0064402754,9,8.89,the best christmas pageant ever,barbara robinson,Young Adult,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388177116l/239810.jpg,4.19
0812570812,9,8.33,rhapsody: child of blood,elizabeth haydon,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388350382l/261604.jpg,3.96
0823401898,8,9.5,the shrinking of treehorn,florence parry heide,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347636192l/1005587.jpg,4.17
0812510488,8,7.0,the season of passage,christopher pike,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312042263l/137975.jpg,4.16
0886777992,8,7.88,this alien shore,c.s. friedman,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311103994l/36162.jpg,4.05
0886778581,8,7.62,green rider,kristen britain,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386749176l/147843.jpg,4.04
0812566629,8,7.38,darwinia,robert charles wilson,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312060675l/760961.jpg,3.36
0440217989,8,7.25,wormwood: a collection of short stories,poppy z. brite (goodreads author),Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403189327l/102143.jpg,3.91
0380789353,8,7.88,to catch an heiress,julia quinn (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416451750l/110395.jpg,3.89
0380782332,8,8.25,kiss an angel,susan elizabeth phillips (goodreads author),Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309115033l/73086.jpg,4.21
0060974990,8,8.5,savage inequalities: children in america's schools,jonathan kozol,History,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439920769l/25078.jpg,4.25
155166531X,8,7.88,tiger prince,erin st. claire,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925709l/30382.jpg,3.78
1565122798,8,8.0,educating esmé: diary of a teacher's first year,esmé raji codell,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172321195l/163677.jpg,3.92
1550225480,8,8.62,ghost rider: travels on the healing road,neil peart,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389827989l/129356.jpg,4.1
006441034X,8,8.25,howl's moving castle,diana wynne jones,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407450489l/6294.jpg,4.26
1565075722,8,7.38,the power of a praying wife,stormie omartian (goodreads author),Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1178755854l/833253.jpg,4.33
006440823X,8,8.62,bloomability,sharon creech,Young Adult,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355925555l/742272.jpg,4.04
0843950463,8,8.25,night in the lonesome october,richard laymon,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389486658l/201643.jpg,3.89
0886779537,8,8.38,tailchaser's song,tad williams (goodreads author),Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328382008l/23340.jpg,3.97
0886778905,8,8.0,the black swan,mercedes lackey,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412398017l/176796.jpg,3.86
0684822768,8,7.12,in our time,ernest hemingway,Short Stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369859426l/4652.jpg,3.78
0684818442,8,8.5,from time to time,jack finney,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327938493l/72694.jpg,3.69
0380780747,8,7.12,splendid,julia quinn (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1274212629l/110382.jpg,3.9
0515135968,8,8.25,shadow game,christine feehan (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407039355l/9553.jpg,4.1
0380776839,8,8.62,it had to be you,susan elizabeth phillips (goodreads author),Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297088239l/73070.jpg,4.03
0517207346,8,8.0,how to live with a neurotic cat,stephen baker,Science & Nature,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387718113l/805065.jpg,3.46
0515136824,8,7.25,wild rain,christine feehan (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1269221140l/490196.jpg,4.17
0385315287,8,8.38,running from safety: an adventure of the spirit,richard bach (goodreads author),Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409560665l/29949.jpg,3.8
0380815575,8,7.75,the viscount who loved me,julia quinn (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379594308l/861326.jpg,4.17
0380804883,8,8.0,i wish i had a red dress,pearl cleage,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442876071l/771493.jpg,4.1
0451190750,8,8.12,thinner,richard bachman (pseudonym),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554308961l/10605.jpg,3.73
0743422007,8,8.12,"god bless you, dr. kevorkian",kurt vonnegut jr.,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388428899l/4986.jpg,3.85
0553299611,8,8.5,lila: an inquiry into morals,robert m. pirsig,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346459192l/31093.jpg,3.79
0765342308,8,8.5,briar rose,jane yolen (goodreads author),Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386920803l/81153.jpg,3.79
0553289519,8,7.5,texas! lucky,sandra brown (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343774159l/30437.jpg,3.86
0345434676,8,7.88,pegasus in space,anne mccaffrey,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403189748l/61931.jpg,4.13
0451159411,8,7.88,they cage the animals at night,jennings michael burch,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388702609l/19412.jpg,4.32
0312421001,8,8.25,i thought my father was god and other true tales from npr's national story project,paul auster,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386920528l/50617.jpg,3.88
0312186886,8,8.12,human croquet,kate atkinson,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388183733l/41688.jpg,3.72
0340682272,8,7.88,snap happy,fiona walker,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328845412l/1030297.jpg,3.89
0385418868,8,8.88,the power of myth,joseph campbell,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878742l/35519.jpg,4.26
0451411129,8,7.38,the corset diaries,katie macalister (goodreads author),Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388182957l/50784.jpg,3.73
0156005204,8,8.38,baltasar and blimunda,josé saramago,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483229660l/2530.jpg,3.93
0340786051,8,8.62,one hundred ways for a cat to train its human,celia haddon,Science & Nature,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1173668734l/312802.jpg,3.77
0312981260,8,7.0,temple,matthew reilly,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312054860l/144792.jpg,4.06
0553271369,8,8.12,the lords of discipline,pat conroy,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320483838l/85443.jpg,4.31
0553265954,8,8.0,darkness at noon,arthur koestler,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1290053535l/30672.jpg,4.04
0375758623,8,7.12,the piano shop on the left bank: discovering a forgotten passion in a paris atelier,thad carhart,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388311251l/16051.jpg,3.96
0679767223,8,8.88,my dog skip,willie morris,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320416847l/842264.jpg,4.02
0679766758,8,7.75,push,sapphire,Young Adult,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414633395l/71332.jpg,3.84
0679740244,8,7.5,refuge: an unnatural history of family and place,terry tempest williams,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320531328l/820924.jpg,4.16
0679781358,8,7.12,the hottest state,ethan hawke,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1223635760l/786267.jpg,3.36
0446604763,8,7.0,mayday,nelson demille (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344267214l/866160.jpg,4.02
0140094296,8,8.5,the songlines,bruce chatwin,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388186150l/76844.jpg,3.98
0439087597,8,8.38,the last book in the universe,rodman philbrick,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327942158l/924194.jpg,3.91
0140144595,8,7.88,i dreamed of africa,kuki gallmann,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422824683l/2211675.jpg,3.94
0446355569,8,8.0,the city of joy,dominique lapierre,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389759636l/356525.jpg,4.22
0345382846,8,7.88,here be dragons,sharon kay penman (goodreads author),Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448657042l/77449.jpg,4.28
0441010652,8,7.62,something from the nightside,simon r. green,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354812342l/155421.jpg,3.77
0425190447,8,7.25,all tomorrow's parties,william gibson,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420821255l/22321.jpg,3.91
0671024183,8,7.12,morgan's run,colleen mccullough,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389920612l/3420.jpg,3.96
0590213113,8,7.25,p.s. longer letter later,paula danziger,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503625825l/42157.jpg,3.78
0060092645,8,7.38,my favorite bride,christina dodd (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408923055l/490430.jpg,3.92
0020360754,8,7.38,heart songs and other stories,annie proulx,Short Stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464831174l/28003.jpg,3.94
0575074019,8,7.38,the hollow chocolate bunnies of the apocalypse,robert rankin,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388459405l/49603.jpg,3.75
0345387791,8,7.62,powers that be,anne mccaffrey,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423464634l/238959.jpg,3.88
059033123X,8,7.25,titanic: the long night,diane hoh,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387668653l/483155.jpg,3.95
0446359688,8,7.25,red phoenix,larry bond,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298859399l/981161.jpg,4.02
0785268480,8,8.38,rachel's tears: the spiritual journey of columbine martyr rachel scott,beth nimmo,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380858112l/104445.jpg,4.12
0385491050,8,7.25,surfacing,margaret atwood (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924306l/46755.jpg,3.45
0399143696,8,7.88,then came heaven,lavyrle spencer,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387738942l/774289.jpg,3.97
0446674338,8,7.25,brown girl in the ring,nalo hopkinson,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924870l/57504.jpg,3.86
0140045295,8,7.62,sometimes a great notion,ken kesey,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364846481l/529626.jpg,4.18
0802138004,8,7.75,the toughest indian in the world,sherman alexie,Short Stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924179l/52877.jpg,4.07
0140041796,8,8.38,switch bitch,roald dahl,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508859412l/44516.jpg,3.98
0425135772,8,7.38,a fatal thaw,dana stabenow (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351456170l/672615.jpg,4.05
0312867875,8,7.88,legends - short novels by the masters of modern fantasy,robert silverberg (editor),Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336480812l/13556706.jpg,3.92
